Starting grid search with num_random_contexts=1 and embedding_pool_strategy=last
Model name: meta-llama/Llama-3.1-8B-Instruct
Context sample strategy: random
Num random contexts: 1
Embedding pool strategy: last
Num train epochs: 10
Force reload data: false
VPL data for PRISM already exists. Skipping data generation.
20744 5134
trainable params: 71,303,168 || all params: 7,593,005,056 || trainable%: 0.9391
{'train_recon_loss': 0.6928728222846985, 'train_kld': 1.544816404930316e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.08184814453125, 'rewards_rejected': -0.0823974609375, 'embeddings_chosen': 0.0003662109375, 'embeddings_rejected': 9.441375732421875e-05, 'mean': -0.0033654682338237762, 'log_var': 0.004898861516267061, 'epoch': 0}
{'train_recon_loss': 0.6822465658187866, 'train_kld': 0.0001031424108077772, 'train_accuracy': 0.5, 'rewards_chosen': 0.0697021484375, 'rewards_rejected': 0.04559326171875, 'embeddings_chosen': -0.000789642333984375, 'embeddings_rejected': -0.0005035400390625, 'mean': -0.002487753750756383, 'log_var': 0.004656991921365261, 'epoch': 0.05}
{'train_recon_loss': 0.716528594493866, 'train_kld': 0.00010107699199579656, 'train_accuracy': 0.5, 'rewards_chosen': 0.026397705078125, 'rewards_rejected': 0.0716400146484375, 'embeddings_chosen': -0.0006256103515625, 'embeddings_rejected': -0.000942230224609375, 'mean': -0.00426567392423749, 'log_var': 0.005879972130060196, 'epoch': 0.05}
{'train_recon_loss': 0.6340731382369995, 'train_kld': 9.935550770023838e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.06648635864257812, 'rewards_rejected': -0.0576171875, 'embeddings_chosen': -0.00080108642578125, 'embeddings_rejected': -0.0004558563232421875, 'mean': -0.0024622627533972263, 'log_var': 0.0033774226903915405, 'epoch': 0.05}
{'train_recon_loss': 0.6567174792289734, 'train_kld': 9.267120185540989e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.197021484375, 'rewards_rejected': 0.120849609375, 'embeddings_chosen': -0.000789642333984375, 'embeddings_rejected': -0.000957489013671875, 'mean': -0.0018811675254255533, 'log_var': 0.005019869655370712, 'epoch': 0.05}
{'train_recon_loss': 0.6749587655067444, 'train_kld': 9.129232057603076e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.0609893798828125, 'rewards_rejected': 0.0230865478515625, 'embeddings_chosen': -0.000888824462890625, 'embeddings_rejected': -0.00103759765625, 'mean': -0.002933482639491558, 'log_var': 0.004010386299341917, 'epoch': 0.05}
{'train_recon_loss': 0.6686832308769226, 'train_kld': 9.377180685987696e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.0319976806640625, 'rewards_rejected': -0.029144287109375, 'embeddings_chosen': -0.0003414154052734375, 'embeddings_rejected': -0.00077056884765625, 'mean': -0.003192921169102192, 'log_var': 0.004395630676299334, 'epoch': 0.05}
{'train_recon_loss': 0.6694150567054749, 'train_kld': 9.835456148721278e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.143798828125, 'rewards_rejected': 0.09525585174560547, 'embeddings_chosen': -0.0006256103515625, 'embeddings_rejected': -0.0008544921875, 'mean': -0.0028429015073925257, 'log_var': 0.0029645333997905254, 'epoch': 0.05}
{'train_recon_loss': 0.6899706721305847, 'train_kld': 0.00010028446558862925, 'train_accuracy': 0.5, 'rewards_chosen': 0.073486328125, 'rewards_rejected': 0.06695556640625, 'embeddings_chosen': -0.00066375732421875, 'embeddings_rejected': -0.000732421875, 'mean': -0.00473415944725275, 'log_var': 0.004441102035343647, 'epoch': 0.05}
{'train_recon_loss': 0.6717076301574707, 'train_kld': 0.00010584566189208999, 'train_accuracy': 0.75, 'rewards_chosen': 0.14306640625, 'rewards_rejected': 0.097900390625, 'embeddings_chosen': -0.00067901611328125, 'embeddings_rejected': -0.000682830810546875, 'mean': -0.002349899150431156, 'log_var': 0.00465797632932663, 'epoch': 0.05}
{'train_recon_loss': 0.6704314947128296, 'train_kld': 0.00010003330680774525, 'train_accuracy': 0.5, 'rewards_chosen': 0.11773681640625, 'rewards_rejected': 0.06805419921875, 'embeddings_chosen': -0.00124359130859375, 'embeddings_rejected': -0.00096893310546875, 'mean': -0.004476538859307766, 'log_var': 0.0046464065089821815, 'epoch': 0.05}
{'train_recon_loss': 0.7120145559310913, 'train_kld': 0.00010531465522944927, 'train_accuracy': 0.25, 'rewards_chosen': 0.0098724365234375, 'rewards_rejected': 0.04676342010498047, 'embeddings_chosen': -0.00119781494140625, 'embeddings_rejected': -0.0013580322265625, 'mean': -0.00444294698536396, 'log_var': 0.005229863338172436, 'epoch': 0.05}
{'train_recon_loss': 0.6309778690338135, 'train_kld': 9.338376548839733e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.1529541015625, 'rewards_rejected': 0.01287841796875, 'embeddings_chosen': -0.00084686279296875, 'embeddings_rejected': -0.00127410888671875, 'mean': -0.0023285585921257734, 'log_var': 0.003858987707644701, 'epoch': 0.05}
{'train_recon_loss': 0.6771745681762695, 'train_kld': 9.49817622313276e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0572509765625, 'rewards_rejected': 0.0230712890625, 'embeddings_chosen': -0.00128173828125, 'embeddings_rejected': -0.00067901611328125, 'mean': -0.0029399467166513205, 'log_var': 0.004323217086493969, 'epoch': 0.05}
{'train_recon_loss': 0.6908887624740601, 'train_kld': 9.576172305969521e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.11761474609375, 'rewards_rejected': 0.111572265625, 'embeddings_chosen': -0.001068115234375, 'embeddings_rejected': -0.00121307373046875, 'mean': -0.0027576712891459465, 'log_var': 0.003963434137403965, 'epoch': 0.05}
{'train_recon_loss': 0.7102565765380859, 'train_kld': 0.00010278540867147967, 'train_accuracy': 0.25, 'rewards_chosen': 0.15869140625, 'rewards_rejected': 0.19189453125, 'embeddings_chosen': -0.000850677490234375, 'embeddings_rejected': -0.000774383544921875, 'mean': -0.002233556704595685, 'log_var': 0.0046582305803895, 'epoch': 0.05}
{'train_recon_loss': 0.7055047750473022, 'train_kld': 0.00010295119864167646, 'train_accuracy': 0.5, 'rewards_chosen': 0.09149169921875, 'rewards_rejected': 0.10235595703125, 'embeddings_chosen': -0.0008697509765625, 'embeddings_rejected': -0.0004863739013671875, 'mean': -0.0018475037068128586, 'log_var': 0.004659717902541161, 'epoch': 0.05}
{'train_recon_loss': 0.6757500171661377, 'train_kld': 9.81696430244483e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.0141448974609375, 'rewards_rejected': -0.026947021484375, 'embeddings_chosen': -0.001373291015625, 'embeddings_rejected': -0.000751495361328125, 'mean': -0.003740136744454503, 'log_var': 0.004464347846806049, 'epoch': 0.05}
{'train_recon_loss': 0.7213269472122192, 'train_kld': 0.00010952146112686023, 'train_accuracy': 0.5, 'rewards_chosen': 0.0172882080078125, 'rewards_rejected': 0.06982421875, 'embeddings_chosen': -0.00146484375, 'embeddings_rejected': -0.00122833251953125, 'mean': -0.004257163964211941, 'log_var': 0.004671670496463776, 'epoch': 0.05}
{'train_recon_loss': 0.6521673798561096, 'train_kld': 9.885823237709701e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.23193359375, 'rewards_rejected': 0.145751953125, 'embeddings_chosen': -0.00119781494140625, 'embeddings_rejected': -0.001373291015625, 'mean': -0.0028480428736656904, 'log_var': 0.004629627801477909, 'epoch': 0.05}
{'train_recon_loss': 0.6482194066047668, 'train_kld': 0.00010300136636942625, 'train_accuracy': 0.75, 'rewards_chosen': 0.13177490234375, 'rewards_rejected': 0.03509521484375, 'embeddings_chosen': -0.0011749267578125, 'embeddings_rejected': -0.000553131103515625, 'mean': -0.0021626364905387163, 'log_var': 0.006102803163230419, 'epoch': 0.05}
{'train_recon_loss': 0.669215738773346, 'train_kld': 0.00011589338828343898, 'train_accuracy': 0.5, 'rewards_chosen': 0.156005859375, 'rewards_rejected': 0.1043701171875, 'embeddings_chosen': -0.00164031982421875, 'embeddings_rejected': -0.00138092041015625, 'mean': -0.002033416647464037, 'log_var': 0.0039034460205584764, 'epoch': 0.05}
{'train_recon_loss': 0.644562304019928, 'train_kld': 0.00010703453881433234, 'train_accuracy': 0.75, 'rewards_chosen': 0.1536865234375, 'rewards_rejected': 0.04840087890625, 'embeddings_chosen': -0.00138092041015625, 'embeddings_rejected': -0.001434326171875, 'mean': -0.002465011551976204, 'log_var': 0.0035975046921521425, 'epoch': 0.05}
{'train_recon_loss': 0.7132434248924255, 'train_kld': 9.962757030734792e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.11328125, 'rewards_rejected': 0.14849853515625, 'embeddings_chosen': -0.0014801025390625, 'embeddings_rejected': -0.0014801025390625, 'mean': -0.0030203224159777164, 'log_var': 0.005005976185202599, 'epoch': 0.05}
{'train_recon_loss': 0.6742491722106934, 'train_kld': 9.656055772211403e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0849609375, 'rewards_rejected': 0.0423583984375, 'embeddings_chosen': -0.00099945068359375, 'embeddings_rejected': -0.0010833740234375, 'mean': -0.0035336578730493784, 'log_var': 0.0037801917642354965, 'epoch': 0.05}
{'train_recon_loss': 0.6272875070571899, 'train_kld': 9.679388313088566e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.12677001953125, 'rewards_rejected': -0.014344215393066406, 'embeddings_chosen': -0.0010833740234375, 'embeddings_rejected': -0.00081634521484375, 'mean': -0.0025065105874091387, 'log_var': 0.0034020531456917524, 'epoch': 0.05}
{'train_recon_loss': 0.6694843769073486, 'train_kld': 0.00010048441617982462, 'train_accuracy': 0.75, 'rewards_chosen': 0.0611572265625, 'rewards_rejected': 0.011688232421875, 'embeddings_chosen': -0.0009918212890625, 'embeddings_rejected': -0.001739501953125, 'mean': -0.004514078143984079, 'log_var': 0.004189059138298035, 'epoch': 0.05}
{'train_recon_loss': 0.6985607147216797, 'train_kld': 9.78847747319378e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.023193359375, 'rewards_rejected': -0.0140380859375, 'embeddings_chosen': -0.0016326904296875, 'embeddings_rejected': -0.00131988525390625, 'mean': -0.0030914205126464367, 'log_var': 0.0036999015137553215, 'epoch': 0.05}
{'train_recon_loss': 0.6615734696388245, 'train_kld': 9.613026486476883e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.17694091796875, 'rewards_rejected': 0.11187744140625, 'embeddings_chosen': -0.00130462646484375, 'embeddings_rejected': -0.00128173828125, 'mean': -0.002842081245034933, 'log_var': 0.004187321290373802, 'epoch': 0.05}
{'train_recon_loss': 0.744249165058136, 'train_kld': 9.725391282700002e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.0608978271484375, 'rewards_rejected': 0.15704345703125, 'embeddings_chosen': -0.0013885498046875, 'embeddings_rejected': -0.0014801025390625, 'mean': -0.003261671168729663, 'log_var': 0.004782429896295071, 'epoch': 0.05}
{'train_recon_loss': 0.6992653608322144, 'train_kld': 9.999718167819083e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.1187591552734375, 'rewards_rejected': 0.1226806640625, 'embeddings_chosen': -0.001220703125, 'embeddings_rejected': -0.00145721435546875, 'mean': -0.003632977604866028, 'log_var': 0.005035108886659145, 'epoch': 0.05}
{'train_recon_loss': 0.6313438415527344, 'train_kld': 9.820822742767632e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.1593475341796875, 'rewards_rejected': 0.02740478515625, 'embeddings_chosen': -0.001220703125, 'embeddings_rejected': -0.001678466796875, 'mean': -0.002076733158901334, 'log_var': 0.005126963369548321, 'epoch': 0.05}
{'train_recon_loss': 0.6964033246040344, 'train_kld': 9.720864181872457e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.179443359375, 'rewards_rejected': 0.18017578125, 'embeddings_chosen': -0.00150299072265625, 'embeddings_rejected': -0.0016021728515625, 'mean': -0.002638949081301689, 'log_var': 0.005133533384650946, 'epoch': 0.05}
{'train_recon_loss': 0.700813353061676, 'train_kld': 0.00010862603812711313, 'train_accuracy': 0.25, 'rewards_chosen': 0.1097869873046875, 'rewards_rejected': 0.12493896484375, 'embeddings_chosen': -0.00119781494140625, 'embeddings_rejected': -0.000865936279296875, 'mean': -0.002910890383645892, 'log_var': 0.005236057564616203, 'epoch': 0.05}
{'train_recon_loss': 0.6493110060691833, 'train_kld': 0.00010076223406940699, 'train_accuracy': 0.5, 'rewards_chosen': 0.268798828125, 'rewards_rejected': 0.171875, 'embeddings_chosen': -0.00176239013671875, 'embeddings_rejected': -0.00188446044921875, 'mean': -0.0031826524063944817, 'log_var': 0.004174452740699053, 'epoch': 0.05}
{'train_recon_loss': 0.8093745708465576, 'train_kld': 9.257788769900799e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.0394287109375, 'rewards_rejected': 0.253173828125, 'embeddings_chosen': -0.001556396484375, 'embeddings_rejected': -0.00157928466796875, 'mean': -0.0025611952878534794, 'log_var': 0.003977146465331316, 'epoch': 0.05}
{'train_recon_loss': 0.689266562461853, 'train_kld': 9.395011147717014e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.1083984375, 'rewards_rejected': 0.0948486328125, 'embeddings_chosen': -0.00162506103515625, 'embeddings_rejected': -0.0019683837890625, 'mean': -0.0027367868460714817, 'log_var': 0.003684493713080883, 'epoch': 0.05}
{'train_recon_loss': 0.7530436515808105, 'train_kld': 9.501531167188659e-05, 'train_accuracy': 0.0, 'rewards_chosen': 0.1982421875, 'rewards_rejected': 0.314453125, 'embeddings_chosen': -0.0018310546875, 'embeddings_rejected': -0.00153350830078125, 'mean': -0.0024404730647802353, 'log_var': 0.005004597827792168, 'epoch': 0.05}
{'train_recon_loss': 0.6551350355148315, 'train_kld': 9.603377111488953e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.16944122314453125, 'rewards_rejected': 0.0848388671875, 'embeddings_chosen': -0.0015716552734375, 'embeddings_rejected': -0.00145721435546875, 'mean': -0.002369738882407546, 'log_var': 0.004413309507071972, 'epoch': 0.05}
{'train_recon_loss': 0.7393356561660767, 'train_kld': 9.51043693930842e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.03562164306640625, 'rewards_rejected': 0.1129913330078125, 'embeddings_chosen': -0.000881195068359375, 'embeddings_rejected': -0.001434326171875, 'mean': -0.001419662032276392, 'log_var': 0.004915115889161825, 'epoch': 0.05}
{'train_recon_loss': 0.6899444460868835, 'train_kld': 0.00010395907884230837, 'train_accuracy': 0.5, 'rewards_chosen': 0.081787109375, 'rewards_rejected': 0.073974609375, 'embeddings_chosen': -0.002044677734375, 'embeddings_rejected': -0.0018463134765625, 'mean': -0.0015623546205461025, 'log_var': 0.0038248563650995493, 'epoch': 0.05}
{'train_recon_loss': 0.8131411075592041, 'train_kld': 9.270227019442245e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.07183837890625, 'rewards_rejected': 0.289306640625, 'embeddings_chosen': -0.0018310546875, 'embeddings_rejected': -0.00160980224609375, 'mean': -0.0026447190903127193, 'log_var': 0.005205036606639624, 'epoch': 0.05}
{'train_recon_loss': 0.6394740343093872, 'train_kld': 9.378883260069415e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.223876953125, 'rewards_rejected': 0.1103515625, 'embeddings_chosen': -0.0017852783203125, 'embeddings_rejected': -0.0021514892578125, 'mean': -0.0024804044514894485, 'log_var': 0.004701822996139526, 'epoch': 0.06}
{'train_recon_loss': 0.7071552872657776, 'train_kld': 0.00010718091652961448, 'train_accuracy': 0.5, 'rewards_chosen': 0.162841796875, 'rewards_rejected': 0.176025390625, 'embeddings_chosen': -0.0016937255859375, 'embeddings_rejected': -0.00188446044921875, 'mean': -0.003273491282016039, 'log_var': 0.0033238339237868786, 'epoch': 0.06}
{'train_recon_loss': 0.7299336194992065, 'train_kld': 9.922138997353613e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.073486328125, 'rewards_rejected': 0.144195556640625, 'embeddings_chosen': -0.0012969970703125, 'embeddings_rejected': -0.00164031982421875, 'mean': -0.0020274966955184937, 'log_var': 0.004252094309777021, 'epoch': 0.06}
{'train_recon_loss': 0.6428055763244629, 'train_kld': 9.508421499049291e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.14334869384765625, 'rewards_rejected': 0.033294677734375, 'embeddings_chosen': -0.00153350830078125, 'embeddings_rejected': -0.00244140625, 'mean': -0.0032715366687625647, 'log_var': 0.004918757826089859, 'epoch': 0.06}
{'train_recon_loss': 0.6254898905754089, 'train_kld': 9.12658215383999e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.16162109375, 'rewards_rejected': 0.01617431640625, 'embeddings_chosen': -0.00131988525390625, 'embeddings_rejected': -0.0017242431640625, 'mean': -0.0032842496875673532, 'log_var': 0.005328739993274212, 'epoch': 0.06}
{'train_recon_loss': 0.6571048498153687, 'train_kld': 0.0001105699484469369, 'train_accuracy': 0.25, 'rewards_chosen': 0.204345703125, 'rewards_rejected': 0.1219482421875, 'embeddings_chosen': -0.00186920166015625, 'embeddings_rejected': -0.001434326171875, 'mean': -0.0013927326072007418, 'log_var': 0.0031881355680525303, 'epoch': 0.06}
{'train_recon_loss': 0.6238433718681335, 'train_kld': 9.284922998631373e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.242431640625, 'rewards_rejected': 0.082550048828125, 'embeddings_chosen': -0.001556396484375, 'embeddings_rejected': -0.0016021728515625, 'mean': -0.003939448855817318, 'log_var': 0.004450946114957333, 'epoch': 0.06}
{'train_recon_loss': 0.5979405641555786, 'train_kld': 9.209464769810438e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.305908203125, 'rewards_rejected': 0.093994140625, 'embeddings_chosen': -0.0019989013671875, 'embeddings_rejected': -0.0015716552734375, 'mean': -0.002921788487583399, 'log_var': 0.005176433827728033, 'epoch': 0.06}
{'train_recon_loss': 0.744887113571167, 'train_kld': 8.841649105306715e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.16925048828125, 'rewards_rejected': 0.259765625, 'embeddings_chosen': -0.0014495849609375, 'embeddings_rejected': -0.0019683837890625, 'mean': -0.0030547259375452995, 'log_var': 0.0037049297243356705, 'epoch': 0.06}
{'train_recon_loss': 0.6646037697792053, 'train_kld': 0.00010305100295227021, 'train_accuracy': 0.75, 'rewards_chosen': 0.029296875, 'rewards_rejected': -0.037353515625, 'embeddings_chosen': -0.0019378662109375, 'embeddings_rejected': -0.001678466796875, 'mean': -0.003096571657806635, 'log_var': 0.002862047404050827, 'epoch': 0.06}
{'train_recon_loss': 0.5956224799156189, 'train_kld': 9.630746353650466e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.199462890625, 'rewards_rejected': -0.02166748046875, 'embeddings_chosen': -0.00121307373046875, 'embeddings_rejected': -0.000942230224609375, 'mean': -0.0025478966999799013, 'log_var': 0.003032297594472766, 'epoch': 0.06}
{'train_recon_loss': 0.6446032524108887, 'train_kld': 0.00010684061999199912, 'train_accuracy': 0.5, 'rewards_chosen': 0.148193359375, 'rewards_rejected': 0.034423828125, 'embeddings_chosen': -0.00185394287109375, 'embeddings_rejected': -0.0026702880859375, 'mean': -0.003927683457732201, 'log_var': 0.003419970627874136, 'epoch': 0.06}
{'train_recon_loss': 0.6647722721099854, 'train_kld': 9.012943337438628e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.1715087890625, 'rewards_rejected': 0.111572265625, 'embeddings_chosen': -0.00180816650390625, 'embeddings_rejected': -0.0020294189453125, 'mean': -0.002632495015859604, 'log_var': 0.0035405794624239206, 'epoch': 0.06}
{'train_recon_loss': 0.7161526679992676, 'train_kld': 9.129789395956323e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.1949462890625, 'rewards_rejected': 0.227783203125, 'embeddings_chosen': -0.002288818359375, 'embeddings_rejected': -0.002349853515625, 'mean': -0.0014530520420521498, 'log_var': 0.00456892279908061, 'epoch': 0.06}
{'train_recon_loss': 0.6710748076438904, 'train_kld': 9.342639532405883e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.1337127685546875, 'rewards_rejected': 0.0870361328125, 'embeddings_chosen': -0.0023193359375, 'embeddings_rejected': -0.002410888671875, 'mean': -0.0026792692951858044, 'log_var': 0.0038082683458924294, 'epoch': 0.06}
